Brand Name,Generic Name,Number of Manufacturers,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Adrucil ,Fluorouracil ,1,"$2,504.63 ","5,380",53,26,$0.47 ,$47.26 ,$96.33 ,"$7,894.52 ","16,770",133,53,$0.47 ,$59.36 ,$148.95 ,"$4,103.70 ","8,697",125,46,$0.47 ,$32.83 ,$89.21 ,"$3,022.24 ","7,240",98,36,$0.42 ,$30.84 ,$83.95 ,"$3,121.39 ","8,420",106,40,$0.37 ,$29.45 ,$78.03 ,-11.20%,-5.54%
Advair Diskus ,Fluticasone/Salmeterol ,1,"$1,886,309,686.70 ","452,554,958","6,288,972","1,424,304",$4.17 ,$299.94 ,"$1,324.37 ","$2,262,995,220.90 ","492,962,520","6,605,423","1,527,217",$4.59 ,$342.60 ,"$1,481.78 ","$2,276,374,748.70 ","460,372,139","6,094,244","1,420,748",$4.95 ,$373.53 ,"$1,602.24 ","$2,270,015,725.80 ","430,415,878","5,649,301","1,321,483",$5.28 ,$401.82 ,"$1,717.78 ","$2,320,125,120.00 ","401,111,250","5,195,116","1,196,224",$5.79 ,$446.60 ,"$1,939.54 ",9.67%,8.54%
Advair HFA ,Fluticasone/Salmeterol ,1,"$91,118,978.60 ","4,173,941","302,486","87,047",$21.83 ,$301.23 ,"$1,046.78 ","$122,441,763.28 ","4,972,282","349,136","100,671",$24.62 ,$350.70 ,"$1,216.26 ","$138,545,945.08 ","5,245,448","363,640","103,094",$26.40 ,$381.00 ,"$1,343.88 ","$162,068,026.85 ","5,758,006","397,865","111,407",$28.14 ,$407.34 ,"$1,454.74 ","$191,547,446.48 ","6,191,518","423,138","114,090",$30.93 ,$452.68 ,"$1,678.92 ",9.91%,9.10%
Advicor ,Niacin/Lovastatin ,1,"$6,848,224.18 ","1,634,352","26,977","5,430",$4.19 ,$253.85 ,"$1,261.18 ","$9,760,806.44 ","1,877,393","27,546","5,960",$5.21 ,$354.35 ,"$1,637.72 ","$8,617,611.45 ","1,428,271","20,637","4,638",$6.04 ,$417.58 ,"$1,858.04 ","$6,240,331.74 ","924,600","13,012","2,976",$6.75 ,$479.58 ,"$2,096.89 ","$723,071.96 ","106,322","1,814","1,056",$6.82 ,$398.61 ,$684.73 ,0.91%,12.90%
Advocate Pen Needles ,"Pen Needle, Diabetic ",1,"$13,956.22 ","44,500",290,137,$0.31 ,$48.12 ,$101.87 ,"$377,265.73 ","1,303,360","5,921","4,267",$0.29 ,$63.72 ,$88.41 ,"$211,154.08 ","576,820","3,279","1,270",$0.37 ,$64.40 ,$166.26 ,"$219,763.44 ","529,456","3,581","1,284",$0.42 ,$61.37 ,$171.16 ,"$367,844.70 ","848,909","7,083","2,451",$0.43 ,$51.93 ,$150.08 ,4.34%,8.42%
Advocate Syringes ,"Syring-Needl,Disp,Insul,0.3 Ml ",1,"$35,815.82 ","121,350",567,535,$0.30 ,$63.17 ,$66.95 ,"$127,468.56 ","427,930","1,940","1,273",$0.30 ,$65.71 ,$100.13 ,"$17,417.66 ","51,930",379,183,$0.34 ,$45.96 ,$95.18 ,"$44,890.44 ","110,520","1,039",421,$0.41 ,$43.21 ,$106.63 ,"$56,646.74 ","124,284","1,424",506,$0.46 ,$39.78 ,$111.95 ,11.37%,11.49%
Advocate Syringes ,"Syringe And Needle,Insulin,1ml ",1,"$48,506.30 ","163,312",771,660,$0.30 ,$62.91 ,$73.49 ,"$187,539.16 ","626,615","2,740","1,653",$0.30 ,$68.44 ,$113.45 ,"$119,343.38 ","366,055","1,961","1,152",$0.33 ,$60.86 ,$103.60 ,"$101,125.46 ","241,603","2,260",776,$0.42 ,$44.75 ,$130.32 ,"$142,271.90 ","308,281","3,213",952,$0.46 ,$44.28 ,$149.45 ,10.29%,11.65%
Advocate Syringes ,"Syringe-Needle,Insulin,0.5 Ml ",1,"$37,007.48 ","124,850",583,505,$0.30 ,$63.48 ,$73.28 ,"$131,118.93 ","437,960","2,045","1,252",$0.30 ,$64.12 ,$104.73 ,"$47,024.90 ","140,588","1,092",437,$0.34 ,$43.06 ,$107.61 ,"$106,742.04 ","256,877","2,602",843,$0.42 ,$41.02 ,$126.62 ,"$131,774.16 ","291,390","3,270","1,007",$0.45 ,$40.30 ,$130.86 ,8.85%,11.13%
Aerospan ,Flunisolide ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$129,427.53 ","7,194",687,437,$17.99 ,$188.40 ,$296.17 ,"$568,180.07 ","29,858","2,798","1,391",$19.03 ,$203.07 ,$408.47 ,"$288,278.15 ","12,798","1,218",821,$22.52 ,$236.68 ,$351.13 ,18.37%,11.89%
Afeditab Cr ,Nifedipine ,1,"$1,556,445.19 ","1,887,271","46,345","9,874",$0.81 ,$33.58 ,$157.63 ,"$2,420,909.97 ","2,954,354","67,831","17,028",$0.81 ,$35.69 ,$142.17 ,"$3,851,294.77 ","5,049,481","103,721","24,886",$0.76 ,$37.13 ,$154.76 ,"$1,688,373.68 ","2,548,577","52,750","14,368",$0.66 ,$32.01 ,$117.51 ,"$929,662.33 ","1,637,512","34,112","10,156",$0.57 ,$27.25 ,$91.54 ,-14.48%,-8.58%
Afinitor ,Everolimus ,1,"$124,643,586.65 ","456,619","15,493","4,342",$273.41 ,"$8,045.16 ","$28,706.49 ","$274,314,552.47 ","941,564","32,061","7,557",$291.68 ,"$8,556.02 ","$36,299.40 ","$352,766,190.39 ","1,041,248","36,001","8,005",$339.04 ,"$9,798.79 ","$44,068.23 ","$393,023,690.85 ","1,034,521","35,880","7,653",$380.04 ,"$10,953.84 ","$51,355.51 ","$347,373,202.95 ","825,739","28,843","5,954",$420.77 ,"$12,043.59 ","$58,342.83 ",10.72%,11.38%
Afrezza ,"Insulin Regular, Human ",1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$1,044,166.20 ","371,400","2,581",947,$2.78 ,$404.56 ,"$1,102.60 ","$959,210.52 ","329,074","2,147",621,$2.88 ,$446.77 ,"$1,544.62 ",3.64%,3.64%
Aggrenox ,Aspirin/Dipyridamole ,1,"$304,658,396.97 ","77,292,264","1,042,823","170,385",$3.94 ,$292.15 ,"$1,788.06 ","$321,026,929.58 ","72,358,518","1,005,862","159,850",$4.44 ,$319.16 ,"$2,008.30 ","$325,662,058.86 ","61,683,337","844,292","135,067",$5.28 ,$385.72 ,"$2,411.11 ","$234,269,235.93 ","36,556,293","504,021","101,411",$6.41 ,$464.80 ,"$2,310.10 ","$89,841,610.12 ","11,532,878","171,806","29,076",$7.79 ,$522.92 ,"$3,089.89 ",21.56%,18.57%
Agrylin ,Anagrelide HCl ,1,"$246,308.61 ","36,685",320,60,$6.71 ,$769.71 ,"$4,105.14 ","$236,612.23 ","34,327",287,60,$6.89 ,$824.43 ,"$3,943.54 ","$291,187.62 ","36,545",326,65,$7.97 ,$893.21 ,"$4,479.81 ","$816,809.52 ","104,224",910,471,$7.84 ,$897.59 ,"$1,734.20 ","$940,637.06 ","118,824","1,207",455,$7.92 ,$779.32 ,"$2,067.33 ",1.01%,4.20%
Ak-Poly-Bac ,Bacitracin/Polymyxin B Sulfate ,1,"$246,144.96 ","39,832","10,774","6,788",$6.18 ,$22.85 ,$36.26 ,"$217,170.51 ","36,897","10,082","6,428",$5.89 ,$21.54 ,$33.79 ,"$177,802.07 ","34,473","9,456","6,065",$5.16 ,$18.80 ,$29.32 ,"$130,880.15 ","25,827","7,048","4,981",$5.07 ,$18.57 ,$26.28 ,"$43,222.79 ","9,289","2,493","1,854",$4.65 ,$17.34 ,$23.31 ,-8.17%,-6.85%
Akynzeo ,Netupitant/Palonosetron HCl ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$5,378.32 ",11,11,  ,$488.94 ,$488.94 ,  ,"$339,150.41 ",671,479,174,$505.44 ,$708.04 ,"$1,949.14 ","$565,781.03 ","1,022",693,242,$553.60 ,$816.42 ,"$2,337.94 ",9.53%,6.41%
Ala-Scalp ,Hydrocortisone ,1,"$3,120.57 ","3,084",80,59,$1.01 ,$39.01 ,$52.89 ,"$11,345.13 ","2,932",78,58,$3.87 ,$145.45 ,$195.61 ,"$17,091.75 ","2,358",63,49,$7.25 ,$271.30 ,$348.81 ,"$33,399.61 ","3,382",99,86,$9.88 ,$337.37 ,$388.37 ,"$46,655.03 ","4,326",130,99,$10.78 ,$358.88 ,$471.26 ,9.18%,80.68%
Albenza ,Albendazole ,1,"$1,531,938.51 ","55,841","3,282","2,649",$27.43 ,$466.77 ,$578.31 ,"$4,333,797.32 ","94,535","7,193","5,619",$45.84 ,$602.50 ,$771.28 ,"$9,566,410.50 ","91,127","7,524","5,760",$104.98 ,"$1,271.45 ","$1,660.84 ","$10,139,273.51 ","81,390","7,217","5,548",$124.58 ,"$1,404.92 ","$1,827.55 ","$10,227,068.37 ","62,707","6,057","4,540",$163.09 ,"$1,688.47 ","$2,252.66 ",30.92%,56.15%
Albutein ,Albumin Human ,1,  ,  ,  ,  ,  ,  ,  ,"$18,115.72 ","13,950",44,14,$1.30 ,$411.72 ,"$1,293.98 ","$18,168.05 ","13,350",44,11,$1.36 ,$412.91 ,"$1,651.64 ","$23,395.46 ","22,340",90,14,$1.05 ,$259.95 ,"$1,671.10 ","$20,502.79 ","19,650",82,  ,$1.04 ,$250.03 ,  ,-0.37%,-7.03%
Albuterol Sulfate ,Albuterol Sulfate ,11,"$12,595,948.31 ","81,777,106","692,364","216,921",$0.19 ,$18.19 ,$58.07 ,"$29,934,587.89 ","99,064,573","832,545","264,068",$0.39 ,$35.96 ,$113.36 ,"$37,036,974.81 ","98,538,270","809,796","259,399",$0.51 ,$45.74 ,$142.78 ,"$30,831,503.30 ","88,395,850","745,855","244,874",$0.47 ,$41.34 ,$125.91 ,"$27,051,896.75 ","80,926,229","685,145","229,280",$0.43 ,$39.48 ,$117.99 ,-7.41%,22.47%
Alclometasone Dipropionate ,Alclometasone Dipropionate ,3,"$1,005,351.79 ","1,346,238","31,252","19,938",$0.75 ,$32.17 ,$50.42 ,"$1,662,234.01 ","1,502,628","34,661","22,514",$1.10 ,$47.96 ,$73.83 ,"$2,166,514.31 ","1,539,157","36,349","23,958",$1.40 ,$59.60 ,$90.43 ,"$2,405,585.98 ","1,607,162","39,031","26,608",$1.49 ,$61.63 ,$90.41 ,"$3,486,821.46 ","2,355,160","56,960","39,436",$1.48 ,$61.22 ,$88.42 ,-1.06%,18.61%
Alcohol Pads ,Alcohol Antiseptic Pads ,2,"$67,432.18 ","400,834","3,670","2,010",$0.17 ,$18.37 ,$33.55 ,"$1,403,135.61 ","8,433,871","68,941","23,825",$0.17 ,$20.35 ,$58.89 ,"$4,808,259.14 ","28,115,157","184,599","65,651",$0.17 ,$26.05 ,$73.24 ,"$6,878,616.84 ","25,702,265","197,903","62,900",$0.27 ,$34.76 ,$109.36 ,"$11,268,127.76 ","34,701,115","268,200","74,240",$0.32 ,$42.01 ,$151.78 ,21.47%,17.93%
Alcohol Prep Pads ,Alcohol Antiseptic Pads ,14,"$1,392,806.02 ","17,369,516","118,119","42,272",$0.07 ,$11.79 ,$32.95 ,"$3,800,910.46 ","40,779,194","228,108","81,811",$0.08 ,$16.66 ,$46.46 ,"$6,316,155.90 ","43,281,584","273,529","112,846",$0.13 ,$23.09 ,$55.97 ,"$20,780,290.75 ","76,504,069","448,686","170,141",$0.25 ,$46.31 ,$122.14 ,"$27,208,697.60 ","87,946,142","554,660","183,495",$0.29 ,$49.05 ,$148.28 ,17.72%,42.22%
Alcohol Prep Swabs ,Alcohol Antiseptic Pads ,1,"$21,861.85 ","648,332","5,961","1,946",$0.03 ,$3.67 ,$11.23 ,"$27,011.19 ","856,540","7,491","2,411",$0.03 ,$3.61 ,$11.20 ,"$30,547.03 ","948,752","8,779","2,634",$0.03 ,$3.48 ,$11.60 ,"$11,304.36 ","398,854","3,657","1,097",$0.03 ,$3.09 ,$10.30 ,"$4,699.14 ","165,733","1,576",518,$0.03 ,$2.98 ,$9.07 ,0.04%,-4.24%
Alcohol Swab ,Alcohol Antiseptic Pads ,2,"$9,487.45 ","251,973","2,300","1,003",$0.04 ,$4.12 ,$9.46 ,"$25,977.03 ","833,337","7,294","2,787",$0.03 ,$3.56 ,$9.32 ,"$37,324.25 ","1,132,058","9,647","3,640",$0.03 ,$3.87 ,$10.25 ,"$44,100.61 ","1,449,608","13,010","4,459",$0.03 ,$3.39 ,$9.89 ,"$61,213.18 ","2,209,952","19,670","6,471",$0.03 ,$3.11 ,$9.46 ,-9.11%,-7.35%
Alcohol Swabs ,Alcohol Antiseptic Pads ,8,"$458,714.45 ","14,022,927","123,609","43,864",$0.03 ,$3.71 ,$10.46 ,"$389,497.74 ","12,826,699","109,597","42,114",$0.03 ,$3.55 ,$9.25 ,"$258,829.82 ","9,754,789","78,862","34,855",$0.03 ,$3.28 ,$7.43 ,"$230,734.59 ","9,565,645","73,855","34,610",$0.02 ,$3.12 ,$6.67 ,"$254,890.83 ","10,730,659","80,389","38,453",$0.02 ,$3.17 ,$6.63 ,-1.64%,-7.91%
Alcohol Wipes ,Alcohol Antiseptic Pads ,2,"$5,670.14 ","201,778","1,893",588,$0.03 ,$3.00 ,$9.64 ,"$9,657.75 ","344,583","3,249","1,029",$0.03 ,$2.97 ,$9.39 ,"$12,724.11 ","442,325","4,006","1,186",$0.03 ,$3.18 ,$10.73 ,"$13,393.33 ","388,762","3,512","1,070",$0.03 ,$3.81 ,$12.52 ,"$12,879.11 ","393,126","3,522","1,036",$0.03 ,$3.66 ,$12.43 ,-5.56%,3.70%
Aldactazide ,Spironolact/Hydrochlorothiazid ,1,"$430,285.11 ","230,755","4,495","1,158",$1.90 ,$95.73 ,$371.58 ,"$473,628.37 ","236,600","4,126","1,121",$2.01 ,$114.79 ,$422.51 ,"$413,256.39 ","185,776","3,158",900,$2.25 ,$130.86 ,$459.17 ,"$363,444.03 ","139,799","2,530",717,$2.62 ,$143.65 ,$506.90 ,"$346,647.81 ","117,402","2,116",603,$2.99 ,$163.82 ,$574.87 ,14.14%,12.02%
Aldactone ,Spironolactone ,1,"$340,588.03 ","214,228","3,365",837,$1.54 ,$101.21 ,$406.92 ,"$413,467.73 ","249,678","3,606",903,$1.60 ,$114.66 ,$457.88 ,"$461,309.01 ","235,633","3,311",854,$1.89 ,$139.33 ,$540.17 ,"$483,565.23 ","220,974","3,264",806,$2.13 ,$148.15 ,$599.96 ,"$640,690.71 ","259,183","3,421",835,$2.43 ,$187.28 ,$767.29 ,14.10%,12.08%
Aldara ,Imiquimod ,1,"$226,900.64 ","13,932",849,565,$16.29 ,$267.26 ,$401.59 ,"$284,966.11 ","11,295",665,470,$25.23 ,$428.52 ,$606.31 ,"$259,240.06 ","6,278",305,190,$41.29 ,$849.97 ,"$1,364.42 ","$186,893.74 ","3,162",184,116,$59.11 ,"$1,015.73 ","$1,611.15 ","$158,731.32 ","2,716",159,87,$58.44 ,$998.31 ,"$1,824.50 ",-1.12%,37.63%
Aldurazyme ,Laronidase ,1,"$807,948.25 ","5,160",21,  ,$156.58 ,"$38,473.73 ",  ,"$1,408,265.56 ","8,760",38,  ,$160.76 ,"$37,059.62 ",  ,"$2,256,857.86 ","13,710",62,  ,$164.61 ,"$36,400.93 ",  ,"$3,142,455.62 ","19,241",79,  ,$163.32 ,"$39,777.92 ",  ,"$2,541,409.44 ","14,960",63,  ,$169.88 ,"$40,339.83 ",  ,4.02%,2.06%
Alendronate Sodium ,Alendronate Sodium ,16,"$107,304,084.58 ","54,679,604","8,378,135","1,670,375",$2.04 ,$12.81 ,$64.24 ,"$97,431,498.38 ","53,201,186","7,751,125","1,609,030",$1.91 ,$12.57 ,$60.55 ,"$80,566,689.64 ","54,806,711","7,678,930","1,606,299",$1.55 ,$10.49 ,$50.16 ,"$66,574,322.80 ","57,125,119","7,625,160","1,622,450",$1.25 ,$8.73 ,$41.03 ,"$61,117,733.96 ","59,662,798","7,591,421","1,651,920",$1.11 ,$8.05 ,$37.00 ,-11.50%,-14.22%
Alfuzosin HCl ER ,Alfuzosin HCl ,8,"$20,853,336.46 ","15,770,508","318,062","69,463",$1.32 ,$65.56 ,$300.21 ,"$22,352,636.78 ","21,413,552","402,692","89,219",$1.04 ,$55.51 ,$250.54 ,"$15,227,873.49 ","25,188,220","458,150","105,703",$0.60 ,$33.24 ,$144.06 ,"$11,724,168.16 ","29,745,364","532,108","123,061",$0.40 ,$22.03 ,$95.27 ,"$12,234,151.96 ","31,982,392","559,797","134,538",$0.38 ,$21.85 ,$90.93 ,-3.24%,-26.64%
Alimta ,Pemetrexed Disodium ,1,"$6,252,853.99 ","5,627","1,289",279,"$1,497.05 ","$4,850.93 ","$22,411.66 ","$8,228,721.97 ","6,253","1,685",315,"$2,055.96 ","$4,883.51 ","$26,122.93 ","$8,261,772.15 ","6,286","1,636",357,"$2,067.60 ","$5,049.98 ","$23,142.22 ","$7,135,762.82 ","5,122","1,452",301,"$2,098.72 ","$4,914.44 ","$23,706.85 ","$7,931,648.12 ","5,297","1,477",284,"$2,257.80 ","$5,370.11 ","$27,928.34 ",7.58%,10.82%
Alinia ,Nitazoxanide ,2,"$642,137.07 ","27,981","1,767","1,491",$22.95 ,$363.41 ,$430.68 ,"$1,571,083.91 ","63,150","3,682","2,940",$24.88 ,$426.69 ,$534.38 ,"$2,457,657.76 ","101,272","5,332","3,963",$27.06 ,$460.93 ,$620.15 ,"$4,199,680.14 ","133,352","6,221","4,732",$36.12 ,$675.08 ,$887.51 ,"$6,433,216.15 ","120,262","5,367","4,084",$58.97 ,"$1,198.66 ","$1,575.22 ",63.26%,26.61%
Alkeran ,Melphalan ,1,"$74,411.09 ","8,893",361,141,$8.37 ,$206.12 ,$527.74 ,"$170,330.41 ","19,283",672,223,$8.83 ,$253.47 ,$763.81 ,"$181,257.24 ","19,087",669,219,$9.50 ,$270.94 ,$827.66 ,"$128,004.60 ","12,311",434,134,$10.40 ,$294.94 ,$955.26 ,"$63,364.47 ","5,660",184,69,$11.20 ,$344.37 ,$918.33 ,7.67%,7.55%
Allopurinol ,Allopurinol ,9,"$41,566,768.26 ","316,893,131","5,439,930","1,064,595",$0.13 ,$7.64 ,$39.04 ,"$53,273,013.07 ","368,876,808","6,218,265","1,245,518",$0.15 ,$8.57 ,$42.77 ,"$71,076,039.21 ","461,961,972","7,526,035","1,564,824",$0.16 ,$9.44 ,$45.42 ,"$137,201,062.17 ","524,256,498","8,312,751","1,689,682",$0.27 ,$16.50 ,$81.20 ,"$142,862,324.82 ","553,887,784","8,558,964","1,782,781",$0.26 ,$16.69 ,$80.13 ,-1.40%,18.69%
Almotriptan Malate ,Almotriptan Malate ,2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$677,276.15 ","22,251","1,647",733,$30.45 ,$411.22 ,$923.98 ,"$896,499.20 ","35,009","2,733",978,$25.66 ,$328.03 ,$916.67 ,-15.74%,-15.74%
Alocril ,Nedocromil Sodium ,1,"$564,202.24 ","26,405","4,357","1,993",$21.37 ,$129.49 ,$283.09 ,"$696,433.96 ","25,695","4,132","1,954",$27.10 ,$168.55 ,$356.41 ,"$717,298.84 ","23,699","3,958","1,978",$30.27 ,$181.23 ,$362.64 ,"$804,613.59 ","24,500","4,151","2,001",$32.84 ,$193.84 ,$402.11 ,"$744,283.12 ","20,170","3,312","1,658",$36.90 ,$224.72 ,$448.90 ,12.36%,14.64%
Alomide ,Lodoxamide Tromethamine ,1,"$164,938.14 ","15,188","1,361",621,$10.86 ,$121.19 ,$265.60 ,"$163,085.94 ","13,715","1,160",557,$11.89 ,$140.59 ,$292.79 ,"$175,837.69 ","14,001","1,126",500,$12.56 ,$156.16 ,$351.68 ,"$160,102.78 ","11,880",949,436,$13.48 ,$168.71 ,$367.21 ,"$157,530.87 ","10,685",846,371,$14.74 ,$186.21 ,$424.61 ,9.40%,7.94%
Alora ,Estradiol ,1,"$1,040,735.09 ","135,846","13,000","2,967",$7.66 ,$80.06 ,$350.77 ,"$971,457.59 ","118,975","10,567","2,718",$8.16 ,$91.93 ,$357.42 ,"$999,693.25 ","114,263","10,107","2,607",$8.75 ,$98.91 ,$383.46 ,"$874,385.65 ","96,935","8,283","2,194",$9.01 ,$105.56 ,$398.53 ,"$834,928.88 ","77,218","6,450","1,583",$10.80 ,$129.45 ,$527.43 ,19.85%,8.97%
Alosetron HCl ,Alosetron HCl ,2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$5,626,231.54 ","201,380","3,339","1,259",$27.79 ,"$1,685.00 ","$4,468.81 ","$12,572,393.49 ","493,153","8,260","2,041",$25.51 ,"$1,522.08 ","$6,159.92 ",-8.19%,-8.19%
Aloxi ,Palonosetron HCl ,1,"$1,649,998.27 ","21,145","2,147",607,$78.03 ,$768.51 ,"$2,718.28 ","$1,720,972.36 ","21,929","2,247",598,$78.48 ,$765.90 ,"$2,877.88 ","$2,058,217.91 ","25,500","2,763",777,$80.71 ,$744.92 ,"$2,648.93 ","$2,298,867.94 ","26,953","2,795",727,$85.29 ,$822.49 ,"$3,162.13 ","$1,679,027.14 ","18,745","2,142",620,$89.57 ,$783.86 ,"$2,708.11 ",5.02%,3.51%
Alphagan P ,Brimonidine Tartrate ,1,"$110,278,123.64 ","7,301,087","855,802","203,533",$15.11 ,$128.86 ,$541.82 ,"$139,808,585.57 ","8,304,965","949,403","224,013",$16.85 ,$147.26 ,$624.11 ,"$155,302,771.81 ","8,360,700","946,440","219,208",$18.60 ,$164.09 ,$708.47 ,"$169,598,964.91 ","7,992,704","906,885","210,028",$21.27 ,$187.01 ,$807.51 ,"$185,755,171.57 ","7,719,054","872,314","198,190",$24.12 ,$212.95 ,$937.26 ,13.41%,12.41%
Alprazolam ,Alprazolam ,12,"$12,886,677.67 ","92,712,707","1,409,979","301,093",$0.14 ,$9.14 ,$42.80 ,"$87,828,678.20 ","812,674,690","12,231,147","2,423,457",$0.11 ,$7.18 ,$36.24 ,"$92,141,583.20 ","908,167,554","13,718,839","2,544,931",$0.10 ,$6.72 ,$36.21 ,"$103,016,429.52 ","958,192,871","14,534,742","2,682,829",$0.11 ,$7.09 ,$38.40 ,"$99,621,512.49 ","957,905,986","14,538,919","2,684,982",$0.11 ,$6.85 ,$37.10 ,-2.24%,-6.41%
Alprazolam ER ,Alprazolam ,3,"$263,641.37 ","288,495","5,356","1,384",$0.93 ,$49.22 ,$190.49 ,"$981,008.62 ","1,175,179","23,662","7,433",$0.85 ,$41.46 ,$131.98 ,"$1,949,517.42 ","2,735,805","52,836","12,496",$0.73 ,$36.90 ,$156.01 ,"$1,727,597.91 ","2,902,701","57,097","11,734",$0.61 ,$30.26 ,$147.23 ,"$1,405,386.87 ","2,725,279","53,516","11,323",$0.53 ,$26.26 ,$124.12 ,-13.26%,-13.16%
Alprazolam Intensol ,Alprazolam ,1,"$4,446.06 ","2,055",51,20,$2.16 ,$87.18 ,$222.30 ,"$84,635.47 ","34,269",888,362,$2.47 ,$95.31 ,$233.80 ,"$97,194.28 ","37,538",853,331,$2.59 ,$113.94 ,$293.64 ,"$97,019.06 ","34,914",797,319,$2.78 ,$121.73 ,$304.13 ,"$69,743.26 ","22,683",558,237,$3.07 ,$124.99 ,$294.28 ,10.65%,9.18%
Alprazolam ODT ,Alprazolam ,2,"$132,588.68 ","82,137","1,219",494,$1.61 ,$108.77 ,$268.40 ,"$712,587.95 ","415,975","6,714","3,105",$1.71 ,$106.13 ,$229.50 ,"$715,134.00 ","439,956","6,863","2,672",$1.59 ,$104.20 ,$267.64 ,"$715,612.82 ","458,651","7,383","2,811",$1.53 ,$96.93 ,$254.58 ,"$773,786.20 ","495,972","7,956","3,023",$1.51 ,$97.26 ,$255.97 ,-1.29%,-1.58%
Alprazolam XR ,Alprazolam ,1,"$250,310.15 ","245,953","4,164","1,077",$1.07 ,$60.11 ,$232.41 ,"$916,636.37 ","1,011,079","18,633","5,732",$0.94 ,$49.19 ,$159.92 ,"$766,318.45 ","1,057,332","19,202","5,825",$0.75 ,$39.91 ,$131.56 ,"$515,553.14 ","909,539","15,735","4,166",$0.58 ,$32.76 ,$123.75 ,"$551,640.09 ","1,142,839","20,297","5,479",$0.49 ,$27.18 ,$100.68 ,-15.43%,-17.53%
Alrex ,Loteprednol Etabonate ,1,"$14,891,002.64 ","629,642","96,481","46,386",$23.65 ,$154.34 ,$321.02 ,"$16,432,140.17 ","592,528","91,361","43,680",$27.73 ,$179.86 ,$376.19 ,"$19,607,717.26 ","601,762","93,310","45,383",$32.58 ,$210.14 ,$432.05 ,"$13,725,638.43 ","380,922","58,729","28,237",$36.03 ,$233.71 ,$486.09 ,"$12,547,024.86 ","347,739","53,019","24,670",$36.08 ,$236.65 ,$508.59 ,0.14%,11.14%
Altabax ,Retapamulin ,1,"$857,217.37 ","139,197","6,746","4,613",$6.16 ,$127.07 ,$185.83 ,"$692,271.32 ","99,773","4,658","3,113",$6.94 ,$148.62 ,$222.38 ,"$678,420.50 ","81,788","3,576","2,289",$8.29 ,$189.71 ,$296.38 ,"$482,341.88 ","50,265","2,150","1,421",$9.60 ,$224.35 ,$339.44 ,"$478,217.01 ","35,830","1,437",973,$13.35 ,$332.79 ,$491.49 ,39.09%,21.33%
Altace ,Ramipril ,1,"$2,338,475.71 ","858,061","14,106","2,866",$2.72 ,$165.78 ,$815.94 ,"$2,898,301.32 ","938,707","14,297","2,849",$3.08 ,$202.72 ,"$1,017.30 ","$3,058,305.70 ","871,259","12,638","2,561",$3.50 ,$241.99 ,"$1,194.18 ","$3,064,931.61 ","756,888","11,095","2,185",$4.04 ,$276.24 ,"$1,402.71 ","$5,023,403.98 ","1,053,874","13,803","2,809",$4.74 ,$363.94 ,"$1,788.32 ",17.44%,14.92%
Altavera ,Levonorgestrel-Ethin Estradiol ,1,"$38,887.53 ","47,488","1,246",411,$0.82 ,$31.21 ,$94.62 ,"$89,318.98 ","111,034","2,895",639,$0.80 ,$30.85 ,$139.78 ,"$71,939.72 ","94,724","2,488",482,$0.76 ,$28.91 ,$149.25 ,"$53,634.24 ","88,228","2,182",424,$0.61 ,$24.58 ,$126.50 ,"$34,725.28 ","79,380","1,868",400,$0.44 ,$18.59 ,$86.81 ,-28.04%,-14.51%
